dataset,bearing,indicator,life_frac,value
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02177,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02213,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02248,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02284,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0232,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02355,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02391,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02427,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02463,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02498,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02534,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0257,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02605,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02641,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02677,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02712,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02748,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02784,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02819,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02855,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02891,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02926,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02962,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.02998,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03034,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03069,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03105,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03141,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03176,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03212,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03248,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03283,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03319,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03355,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0339,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03426,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03462,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03498,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03533,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03569,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03605,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0364,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03676,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03712,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03747,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03783,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03819,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03854,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0389,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03926,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03961,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.03997,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04033,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04069,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04104,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0414,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04176,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04211,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04247,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04283,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04318,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04354,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0439,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04425,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04461,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04497,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04532,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04568,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04604,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0464,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04675,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04711,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04747,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04782,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04818,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04854,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04889,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04925,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04961,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.04996,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05032,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05068,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05103,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05139,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05175,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05211,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05246,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05282,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05318,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05353,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05389,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05425,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0546,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05496,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05532,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05567,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05603,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05639,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05675,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0571,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05746,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05782,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05817,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05853,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05889,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05924,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0596,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.05996,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06031,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06067,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06103,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06138,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06174,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0621,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06246,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06281,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06317,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06353,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06388,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06424,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0646,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06495,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06531,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06567,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06602,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06638,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06674,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06709,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06745,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06781,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06817,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06852,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06888,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06924,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06959,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.06995,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07031,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07066,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07102,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07138,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07173,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07209,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07245,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07281,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07316,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07352,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07388,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07423,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07459,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07495,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0753,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07566,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07602,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07637,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07673,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07709,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07744,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0778,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07816,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07852,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07887,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07923,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07959,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.07994,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0803,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08066,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08101,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08137,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08173,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08208,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08244,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0828,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08315,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08351,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08387,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08423,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08458,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08494,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0853,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08565,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08601,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08637,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08672,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08708,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08744,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08779,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08815,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08851,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08887,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08922,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08958,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.08994,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09029,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09065,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09101,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09136,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09172,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09208,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09243,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09279,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09315,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0935,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09386,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09422,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09458,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09493,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09529,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09565,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.096,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09636,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09672,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09707,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09743,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09779,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09814,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.0985,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09886,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09921,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09957,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.09993,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10029,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10064,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.101,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10136,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10171,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10207,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10243,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10278,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10314,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1035,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10385,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10421,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10457,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10493,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10528,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10564,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.106,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10635,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10671,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10707,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10742,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10778,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10814,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10849,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10885,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10921,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10956,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.10992,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11028,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11064,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11099,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11135,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11171,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11206,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11242,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11278,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11313,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11349,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11385,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1142,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11456,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11492,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11527,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11563,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11599,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11635,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1167,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11706,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11742,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11777,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11813,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11849,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11884,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1192,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11956,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.11991,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12027,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12063,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12099,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12134,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1217,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12206,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12241,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12277,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12313,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12348,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12384,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1242,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12455,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12491,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12527,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12562,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12598,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12634,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1267,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12705,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12741,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12777,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12812,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12848,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12884,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12919,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12955,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.12991,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13026,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13062,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13098,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13133,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13169,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13205,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13241,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13276,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13312,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13348,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13383,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13419,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13455,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1349,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13526,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13562,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13597,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13633,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13669,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13704,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1374,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13776,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13812,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13847,1e-05
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13883,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13919,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.13954,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1399,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14026,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14061,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14097,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14133,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14168,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14204,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1424,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14276,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14311,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14347,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14383,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14418,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14454,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1449,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14525,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14561,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14597,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14632,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14668,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14704,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14739,2e-05
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14775,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14811,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14847,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14882,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14918,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14954,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.14989,1e-05
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15025,0.0001
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15061,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15096,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15132,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15168,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15203,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15239,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15275,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1531,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15346,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15382,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15418,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15453,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15489,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15525,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.1556,0.0
pronostia,Learning_set_Bearing1_1,Autoencoder HI,0.15596,0.0
